"","Tree Number","Site","Seed Zone","Measurement.Year","Date Measured","Tree Height (cm)","Tree Diameter (mm)","Health","Comment","Date Planted","Temp Tree Number","New Tree Number","Year Measured","Elk Browse","Planted Growth Days","Final.Health"
"706",80,"Tomanamus","OR",2023,2023-04-28,86,8.5,"Alive","20% dead",2020-03-12,80,268,NA,"N",1142,"Alive"
"707",80,"Tomanamus","OR",2024,2024-07-18,112,15.7,"Alive","Browsed Middle",2020-03-12,80,268,2024,"Y",1589,"Alive"
"708",80,"Tomanamus","OR",2025,2025-07-31,143,19.2,"Alive","middle browsed",2020-03-12,80,268,NA,"Y",1967,"Alive"
"709",80,"Tomanamus","WA",2022,2020-02-07,96.4,11,"Alive",NA,2020-03-12,325,405,NA,"N",-34,"Alive"
"710",80,"Tomanamus","WA",2023,2023-04-28,92,13.6,"Alive","10% browse, branches browsed",2020-03-12,325,405,NA,"Y",1142,"Alive"
"711",80,"Tomanamus","WA",2024,2024-07-18,99,13.2,"Alive","Browsed",2020-03-12,325,405,2024,"Y",1589,"Alive"
"712",80,"Tomanamus","WA",2025,2025-07-31,106,18.2,"Alive","browsed",2020-03-12,325,405,NA,"Y",1967,"Alive"
"713",81,"Tomanamus","OR",2022,2020-02-07,72,9.5,"Alive",NA,2020-03-12,81,269,NA,"N",-34,"Alive"
"714",81,"Tomanamus","OR",2023,2023-04-28,74,10.3,"Alive",NA,2020-03-12,81,269,NA,"N",1142,"Alive"
"715",81,"Tomanamus","OR",2024,2024-07-18,126,14.9,"Alive",NA,2020-03-12,81,269,2024,"N",1589,"Alive"
"716",81,"Tomanamus","OR",2025,2025-07-31,155,19.3,"Alive","browsed",2020-03-12,81,269,NA,"Y",1967,"Alive"
"717",81,"Tomanamus","WA",2022,2020-02-07,91,11.5,"Alive",NA,2020-03-12,326,406,NA,"N",-34,"Alive"
"718",81,"Tomanamus","WA",2023,2023-04-28,81,10.1,"Alive","90% dead, top browsed",2020-03-12,326,406,NA,"Y",1142,"Alive"
"719",81,"Tomanamus","WA",2024,2024-07-18,98,9.1,"Alive","Middle browsed",2020-03-12,326,406,2024,"Y",1589,"Alive"
"720",81,"Tomanamus","WA",2025,2025-07-31,94,10.9,"Alive","bare crown, only terminal growth alive",2020-03-12,326,406,NA,"N",1967,"Alive"
"721",82,"Tomanamus","OR",2022,2020-02-07,84.4,8,"Alive",NA,2020-03-12,82,270,NA,"N",-34,"Alive"
"722",82,"Tomanamus","OR",2023,2023-04-28,83,10.6,"Alive","browsed lateral",2020-03-12,82,270,NA,"Y",1142,"Alive"
"723",82,"Tomanamus","OR",2024,2024-07-18,97,10.8,"Alive","Browsed Middle",2020-03-12,82,270,2024,"Y",1589,"Alive"
"724",82,"Tomanamus","OR",2025,2025-07-31,108,16.1,"Alive","middle browsed",2020-03-12,82,270,NA,"Y",1967,"Alive"
"725",82,"Tomanamus","WA",2022,2020-02-07,96.4,9,"Alive",NA,2020-03-12,327,407,NA,"N",-34,"Alive"
"726",82,"Tomanamus","WA",2023,2023-04-28,94,10.9,"Alive","top browsed,10% dead",2020-03-12,327,407,NA,"Y",1142,"Alive"
"727",82,"Tomanamus","WA",2024,2024-07-18,123,11.9,"Alive",NA,2020-03-12,327,407,2024,"N",1589,"Alive"
"728",82,"Tomanamus","WA",2025,2025-07-31,161,19.8,"Alive",NA,2020-03-12,327,407,NA,"N",1967,"Alive"
"729",83,"Tomanamus","OR",2022,2020-02-07,73.4,6,"Alive",NA,2020-03-12,83,271,NA,"N",-34,"Alive"
"730",83,"Tomanamus","OR",2023,2023-04-28,74,8.8,"Alive","15% dead, top browsed",2020-03-12,83,271,NA,"Y",1142,"Alive"
"731",83,"Tomanamus","OR",2024,2024-07-18,81,11,"Alive",NA,2020-03-12,83,271,2024,"N",1589,"Alive"
"732",83,"Tomanamus","OR",2025,2025-07-31,110,15.3,"Alive",NA,2020-03-12,83,271,NA,"N",1967,"Alive"
"733",83,"Tomanamus","WA",2022,2020-02-07,86.2,12,"Alive",NA,2020-03-12,328,408,NA,"N",-34,"Alive"
"734",83,"Tomanamus","WA",2023,2023-04-28,76,13.5,"Alive","80% dead, top browsed",2020-03-12,328,408,NA,"Y",1142,"Alive"
"735",83,"Tomanamus","WA",2024,2024-07-18,91,15.4,"Alive",NA,2020-03-12,328,408,2024,"N",1589,"Alive"
"736",83,"Tomanamus","WA",2025,2025-07-31,98,18,"Alive","browsed",2020-03-12,328,408,NA,"Y",1967,"Alive"
"737",84,"Tomanamus","OR",2022,2020-02-07,86.2,8.5,"Alive",NA,2020-03-12,84,272,NA,"N",-34,"Alive"
"738",84,"Tomanamus","OR",2023,2023-04-28,75,10.9,"Alive","browsed top",2020-03-12,84,272,NA,"Y",1142,"Alive"
"739",84,"Tomanamus","OR",2024,2024-07-18,100,8.5,"Alive",NA,2020-03-12,84,272,2024,"N",1589,"Alive"
"740",84,"Tomanamus","OR",2025,2025-07-31,138,15.3,"Alive","browsed",2020-03-12,84,272,NA,"Y",1967,"Alive"
"741",84,"Tomanamus","WA",2022,2020-02-07,79.6,11,"Alive",NA,2020-03-12,329,409,NA,"N",-34,"Alive"
"742",84,"Tomanamus","WA",2023,2023-04-28,71,10.4,"Alive","10% dead,top browsed",2020-03-12,329,409,NA,"Y",1142,"Alive"
"743",84,"Tomanamus","WA",2024,2024-07-18,107,14.7,"Alive","Slightly Browsed",2020-03-12,329,409,2024,"Y",1589,"Alive"
"744",84,"Tomanamus","WA",2025,2025-07-31,152,22.2,"Alive","browsed",2020-03-12,329,409,NA,"Y",1967,"Alive"
"745",85,"Tomanamus","OR",2022,2020-02-07,91,8.5,"Alive",NA,2020-03-12,85,273,NA,"N",-34,"Alive"
"746",85,"Tomanamus","OR",2023,2023-04-28,3.9,2.9,"Alive","mountain beaver damage",2020-03-12,85,273,NA,"N",1142,"Alive"
"747",85,"Tomanamus","OR",2024,2024-07-18,49,3.6,"Alive",NA,2020-03-12,85,273,2024,"N",1589,"Alive"
"748",85,"Tomanamus","OR",2025,2025-07-31,91,19.9,"Alive","browsed",2020-03-12,85,273,NA,"Y",1967,"Alive"
"749",85,"Tomanamus","WA",2022,2020-02-07,91,10,"Alive",NA,2020-03-12,330,410,NA,"N",-34,"Alive"
"750",85,"Tomanamus","WA",2023,2023-04-28,84.5,10.8,"Alive","60% dead, top browsed",2020-03-12,330,410,NA,"Y",1142,"Alive"
"751",85,"Tomanamus","WA",2024,2024-07-18,97,11.2,"Alive","Empty Middle",2020-03-12,330,410,2024,"N",1589,"Alive"
"752",85,"Tomanamus","WA",2025,2025-07-31,116,17.4,"Alive","browsed",2020-03-12,330,410,NA,"Y",1967,"Alive"
"753",86,"Tomanamus","OR",2022,2020-02-07,88.8,9,"Alive",NA,2020-03-12,86,274,NA,"N",-34,"Alive"
"754",86,"Tomanamus","OR",2023,2023-04-28,75,11.2,"Alive","browsed top",2020-03-12,86,274,NA,"Y",1142,"Alive"
"755",86,"Tomanamus","OR",2024,2024-07-18,96,13.6,"Alive","Yellowing",2020-03-12,86,274,2024,"N",1589,"Alive"
"756",86,"Tomanamus","OR",2025,2025-07-31,137,19.8,"Alive","browsed",2020-03-12,86,274,NA,"Y",1967,"Alive"
"757",86,"Tomanamus","WA",2022,2020-02-07,89.4,9,"Alive",NA,2020-03-12,331,411,NA,"N",-34,"Alive"
"758",86,"Tomanamus","WA",2023,2023-04-28,80,11.3,"Alive","20% dead, top browsed",2020-03-12,331,411,NA,"Y",1142,"Alive"
"759",86,"Tomanamus","WA",2024,2024-07-18,89,13.2,"Alive","Naked Middle, browsing",2020-03-12,331,411,2024,"N",1589,"Alive"
"760",86,"Tomanamus","WA",2025,2025-07-31,110,11.2,"Alive","browsed, middle is naked",2020-03-12,331,411,NA,"Y",1967,"Alive"
"761",87,"Tomanamus","OR",2022,2020-02-07,77.4,7,"Alive",NA,2020-03-12,87,275,NA,"N",-34,"Alive"
"762",87,"Tomanamus","OR",2023,2023-04-28,75,12.9,"Alive","browsed top",2020-03-12,87,275,NA,"Y",1142,"Alive"
"763",87,"Tomanamus","OR",2024,2024-07-18,88,11.7,"Alive",NA,2020-03-12,87,275,2024,"N",1589,"Alive"
"764",87,"Tomanamus","OR",2025,2025-07-31,105,15.4,"Alive","browsed",2020-03-12,87,275,NA,"Y",1967,"Alive"
"765",87,"Tomanamus","WA",2022,2020-02-07,105.2,12.5,"Alive",NA,2020-03-12,332,412,NA,"N",-34,"Alive"
"766",87,"Tomanamus","WA",2023,2023-04-28,102,12.8,"Alive","15% dead",2020-03-12,332,412,NA,"N",1142,"Alive"
"767",87,"Tomanamus","WA",2024,2024-07-18,102,15.2,"Alive","naked middle, browsed",2020-03-12,332,412,2024,"Y",1589,"Alive"
"768",87,"Tomanamus","WA",2025,2025-07-31,106,17.8,"Alive","browsed, Bare middle",2020-03-12,332,412,NA,"Y",1967,"Alive"
"769",88,"Tomanamus","OR",2022,2020-02-07,55.2,8,"Alive",NA,2020-03-12,88,276,NA,"N",-34,"Alive"
"770",88,"Tomanamus","OR",2023,2023-04-28,57,10.4,"Alive",NA,2020-03-12,88,276,NA,"N",1142,"Alive"
"771",88,"Tomanamus","OR",2024,2024-07-18,63,7.6,"Alive",NA,2020-03-12,88,276,2024,"N",1589,"Alive"
"772",88,"Tomanamus","OR",2025,2025-07-31,91,19.9,"Alive","browsed middle",2020-03-12,88,276,NA,"Y",1967,"Alive"
"773",88,"Tomanamus","WA",2022,2020-02-07,100.2,13,"Alive",NA,2020-03-12,333,413,NA,"N",-34,"Alive"
"774",88,"Tomanamus","WA",2023,2023-04-28,101,13.3,"Alive","5% dead",2020-03-12,333,413,NA,"N",1142,"Alive"
"775",88,"Tomanamus","WA",2024,2024-07-18,107,12,"Alive","struggling. Browsed",2020-03-12,333,413,2024,"Y",1589,"Alive"
"776",88,"Tomanamus","WA",2025,2025-07-31,108,16.5,"Alive","small foliage, dry/brown tips (flagging)",2020-03-12,333,413,NA,"N",1967,"Alive"
"777",89,"Tomanamus","OR",2022,2020-02-07,84.8,9,"Alive",NA,2020-03-12,89,277,NA,"N",-34,"Alive"
"778",89,"Tomanamus","OR",2023,2023-04-28,92,9.7,"Alive",NA,2020-03-12,89,277,NA,"N",1142,"Alive"
"779",89,"Tomanamus","OR",2024,2024-07-18,135,9.2,"Alive",NA,2020-03-12,89,277,2024,"N",1589,"Alive"
"780",89,"Tomanamus","OR",2025,2025-07-31,155,13,"Alive","browsed, flagging",2020-03-12,89,277,NA,"Y",1967,"Alive"
"781",89,"Tomanamus","WA",2022,2020-02-07,93.6,10.5,"Alive",NA,2020-03-12,334,414,NA,"N",-34,"Alive"
"782",89,"Tomanamus","WA",2023,2023-04-28,99,12.6,"Alive","15% dead",2020-03-12,334,414,NA,"N",1142,"Alive"
"783",89,"Tomanamus","WA",2024,2024-07-18,114,15,"Alive","Browsed",2020-03-12,334,414,2024,"Y",1589,"Alive"
"784",89,"Tomanamus","WA",2025,2025-07-31,110,17.1,"Alive","browsed, bushy terminal, naked middle",2020-03-12,334,414,NA,"Y",1967,"Alive"
"785",90,"Tomanamus","OR",2022,2020-02-07,90.8,10.5,"Alive",NA,2020-03-12,90,278,NA,"N",-34,"Alive"
"786",90,"Tomanamus","OR",2023,2023-04-28,12,12.2,"Alive","mountain beaver damage",2020-03-12,90,278,NA,"N",1142,"Alive"
"787",90,"Tomanamus","OR",2024,2024-07-18,33,11.1,"Alive","Cut in half",2020-03-12,90,278,2024,"N",1589,"Alive"
"788",90,"Tomanamus","OR",2025,2025-07-31,45,12,"Alive","very tiny",2020-03-12,90,278,NA,"N",1967,"Alive"
"789",90,"Tomanamus","WA",2022,2020-02-07,96.4,10.5,"Alive",NA,2020-03-12,335,415,NA,"N",-34,"Alive"
"790",90,"Tomanamus","WA",2023,2023-04-28,104,12.7,"Alive","15% dead",2020-03-12,335,415,NA,"N",1142,"Alive"
"791",90,"Tomanamus","WA",2024,2024-07-18,115,17,"Alive","Browsed",2020-03-12,335,415,2024,"Y",1589,"Alive"
"792",90,"Tomanamus","WA",2025,2025-07-31,123,23.5,"Alive","browsed, skinny, dry, naked middle",2020-03-12,335,415,NA,"Y",1967,"Alive"
"793",91,"Tomanamus","OR",2022,2020-02-07,90.4,8,"Alive",NA,2020-03-12,91,279,NA,"N",-34,"Alive"
"794",91,"Tomanamus","OR",2023,2023-04-28,101,11.7,"Alive",NA,2020-03-12,91,279,NA,"N",1142,"Alive"
"795",91,"Tomanamus","OR",2024,2024-07-18,132,13.3,"Alive",NA,2020-03-12,91,279,2024,"N",1589,"Alive"
"796",91,"Tomanamus","OR",2025,2025-07-31,155,18.8,"Alive","browsed middle",2020-03-12,91,279,NA,"Y",1967,"Alive"
"797",91,"Tomanamus","WA",2022,2020-02-07,88.4,8.5,"Alive",NA,2020-03-12,336,416,NA,"N",-34,"Alive"
"798",91,"Tomanamus","WA",2023,2023-04-28,77,10.2,"Alive","80% dead, top browsed",2020-03-12,336,416,NA,"Y",1142,"Alive"
"799",91,"Tomanamus","WA",2024,2024-07-18,81,8.5,"Alive","Barely alive, browsed",2020-03-12,336,416,2024,"Y",1589,"Alive"
"800",91,"Tomanamus","WA",2025,2025-07-31,89,9.4,"Alive","browsed",2020-03-12,336,416,NA,"Y",1967,"Alive"
"801",92,"Tomanamus","OR",2022,2020-02-07,87,8,"Alive",NA,2020-03-12,92,280,NA,"N",-34,"Alive"
"802",92,"Tomanamus","OR",2023,2023-04-28,99,12.7,"Alive",NA,2020-03-12,92,280,NA,"N",1142,"Alive"
"803",92,"Tomanamus","OR",2024,2024-07-18,136,13.4,"Alive",NA,2020-03-12,92,280,2024,"N",1589,"Alive"
"804",92,"Tomanamus","OR",2025,2025-07-31,176,22.7,"Alive","flagging, browsed",2020-03-12,92,280,NA,"Y",1967,"Alive"
"805",92,"Tomanamus","WA",2022,2020-02-07,86.8,7,"Alive",NA,2020-03-12,337,417,NA,"N",-34,"Alive"
"806",92,"Tomanamus","WA",2023,2023-04-28,86,10.4,"Alive","10% dead,top browsed",2020-03-12,337,417,NA,"Y",1142,"Alive"
"807",92,"Tomanamus","WA",2024,2024-07-18,89,9.4,"Alive","Browsed",2020-03-12,337,417,2024,"Y",1589,"Alive"
"808",92,"Tomanamus","WA",2025,2025-07-31,111,13.1,"Alive","browsed, naked middle",2020-03-12,337,417,NA,"Y",1967,"Alive"
"809",93,"Tomanamus","OR",2022,2020-02-07,57.8,6,"Alive",NA,2020-03-12,93,281,NA,"N",-34,"Alive"
"810",93,"Tomanamus","OR",2023,2023-04-28,65,8.4,"Alive",NA,2020-03-12,93,281,NA,"N",1142,"Alive"
"811",93,"Tomanamus","OR",2024,2024-07-18,76,10.1,"Alive",NA,2020-03-12,93,281,2024,"N",1589,"Alive"
"812",93,"Tomanamus","OR",2025,2025-07-31,78,14.5,"Alive","flagging, browsed",2020-03-12,93,281,NA,"Y",1967,"Alive"
"813",93,"Tomanamus","WA",2022,2020-02-07,95,12.5,"Alive",NA,2020-03-12,338,418,NA,"N",-34,"Alive"
"814",93,"Tomanamus","WA",2023,2023-04-28,76,12.2,"Alive","10% dead,top browsed",2020-03-12,338,418,NA,"Y",1142,"Alive"
"815",93,"Tomanamus","WA",2024,2024-07-18,98,15.8,"Alive",NA,2020-03-12,338,418,2024,"N",1589,"Alive"
"816",93,"Tomanamus","WA",2025,2025-07-31,113,23.1,"Alive","browsed",2020-03-12,338,418,NA,"Y",1967,"Alive"
"817",94,"Tomanamus","OR",2022,2020-02-07,91,9,"Alive",NA,2020-03-12,94,282,NA,"N",-34,"Alive"
"818",94,"Tomanamus","OR",2023,2023-04-28,88,10.6,"Alive",NA,2020-03-12,94,282,NA,"N",1142,"Alive"
"819",94,"Tomanamus","OR",2024,2024-07-18,116,14.2,"Alive",NA,2020-03-12,94,282,2024,"N",1589,"Alive"
"820",94,"Tomanamus","OR",2025,2025-07-31,158,26.1,"Alive","browsed",2020-03-12,94,282,NA,"Y",1967,"Alive"
"821",94,"Tomanamus","WA",2022,2020-02-07,91.4,12,"Alive",NA,2020-03-12,339,419,NA,"N",-34,"Alive"
"822",94,"Tomanamus","WA",2023,2023-04-28,83,12.4,"Alive","10% dead,top browsed",2020-03-12,339,419,NA,"Y",1142,"Alive"
"823",94,"Tomanamus","WA",2024,2024-07-18,106,15.5,"Alive",NA,2020-03-12,339,419,2024,"N",1589,"Alive"
"824",94,"Tomanamus","WA",2025,2025-07-31,130,22.5,"Alive","surrounded by thimble, salmon, and stump; doing great",2020-03-12,339,419,NA,"N",1967,"Alive"
"825",95,"Tomanamus","OR",2022,2020-02-07,85,10,"Alive",NA,2020-03-12,95,284,NA,"N",-34,"Alive"
"826",95,"Tomanamus","OR",2023,2023-04-28,77,12.4,"Alive","50% dead, 2 leaders",2020-03-12,95,284,NA,"N",1142,"Alive"
"827",95,"Tomanamus","OR",2024,2024-07-18,100,23.3,"Alive",NA,2020-03-12,95,284,2024,"N",1589,"Alive"
"828",95,"Tomanamus","OR",2025,2025-07-31,155,32.4,"Alive","flagging",2020-03-12,95,284,NA,"N",1967,"Alive"
"829",95,"Tomanamus","WA",2022,2020-02-07,72,8.5,"Alive",NA,2020-03-12,340,420,NA,"N",-34,"Dead"
"830",95,"Tomanamus","WA",2023,2023-04-28,66,10.8,"Alive","90% dead, top browsed",2020-03-12,340,420,NA,"Y",1142,"Dead"
"831",95,"Tomanamus","WA",2024,2024-07-18,66,11,"Dead",NA,2020-03-12,340,420,2024,"N",1589,"Dead"
"832",95,"Tomanamus","WA",2025,2025-07-31,NA,NA,"Dead",NA,2020-03-12,340,420,NA,"N",1967,"Dead"
"833",96,"Tomanamus","OR",2022,2020-02-07,67.4,8,"Alive",NA,2020-03-12,96,285,NA,"N",-34,"Alive"
"834",96,"Tomanamus","OR",2023,2023-04-28,80,13.7,"Alive",NA,2020-03-12,96,285,NA,"N",1142,"Alive"
"835",96,"Tomanamus","OR",2024,2024-07-18,107,11.3,"Alive",NA,2020-03-12,96,285,2024,"N",1589,"Alive"
"836",96,"Tomanamus","OR",2025,2025-07-31,146,25.8,"Alive",NA,2020-03-12,96,285,NA,"N",1967,"Alive"
"837",96,"Tomanamus","WA",2022,2020-02-07,104,10.5,"Alive",NA,2020-03-12,341,421,NA,"N",-34,"Alive"
"838",96,"Tomanamus","WA",2023,2023-04-28,101,12.6,"Alive","branches browsed",2020-03-12,341,421,NA,"Y",1142,"Alive"
"839",96,"Tomanamus","WA",2024,2024-07-18,109,13,"Alive","Browsed",2020-03-12,341,421,2024,"Y",1589,"Alive"
"840",96,"Tomanamus","WA",2025,2025-07-31,167,25.4,"Alive","thin foliage throughout, near stump",2020-03-12,341,421,NA,"N",1967,"Alive"
"841",97,"Tomanamus","OR",2022,2020-02-07,77,8,"Alive",NA,2020-03-12,97,286,NA,"N",-34,"Alive"
"842",97,"Tomanamus","OR",2023,2023-04-28,89,11,"Alive",NA,2020-03-12,97,286,NA,"N",1142,"Alive"
"843",97,"Tomanamus","OR",2024,2024-07-18,123,14.5,"Alive","Browsed",2020-03-12,97,286,2024,"Y",1589,"Alive"
"844",97,"Tomanamus","OR",2025,2025-07-31,165,21.8,"Alive","browsed",2020-03-12,97,286,NA,"Y",1967,"Alive"
"845",97,"Tomanamus","WA",2022,2020-02-07,97.4,12.5,"Alive",NA,2020-03-12,342,422,NA,"N",-34,"Alive"
"846",97,"Tomanamus","WA",2023,2023-04-28,89,14.3,"Alive","20% dead, top browsed",2020-03-12,342,422,NA,"Y",1142,"Alive"
"847",97,"Tomanamus","WA",2024,2024-07-18,122,14.3,"Alive",NA,2020-03-12,342,422,2024,"N",1589,"Alive"
"848",97,"Tomanamus","WA",2025,2025-07-31,148,24.1,"Alive","browsed, near stump",2020-03-12,342,422,NA,"Y",1967,"Alive"
"849",98,"Tomanamus","OR",2022,2020-02-07,69.4,8,"Alive",NA,2020-03-12,98,287,NA,"N",-34,"Alive"
"850",98,"Tomanamus","OR",2023,2023-04-28,76,10,"Alive",NA,2020-03-12,98,287,NA,"N",1142,"Alive"
"851",98,"Tomanamus","OR",2024,2024-07-18,114,12.2,"Alive",NA,2020-03-12,98,287,2024,"N",1589,"Alive"
"852",98,"Tomanamus","OR",2025,2025-07-31,124,20.4,"Alive","browsed",2020-03-12,98,287,NA,"Y",1967,"Alive"
"853",98,"Tomanamus","WA",2022,2020-02-07,87.4,14.5,"Alive",NA,2020-03-12,343,423,NA,"N",-34,"Alive"
"854",98,"Tomanamus","WA",2023,2023-04-28,75,12.2,"Alive","40% dead, top browsed, missing tag",2020-03-12,343,423,NA,"Y",1142,"Alive"
"855",98,"Tomanamus","WA",2024,2024-07-18,92,14.6,"Alive","Browsed",2020-03-12,343,423,2024,"Y",1589,"Alive"
"856",98,"Tomanamus","WA",2025,2025-07-31,113,21.8,"Alive",NA,2020-03-12,343,423,NA,"N",1967,"Alive"
"857",99,"Tomanamus","OR",2022,2020-02-07,93.2,11,"Alive",NA,2020-03-12,99,283,NA,"N",-34,"Alive"
"858",99,"Tomanamus","OR",2023,2023-04-28,94,12.5,"Alive",NA,2020-03-12,99,283,NA,"N",1142,"Alive"
"859",99,"Tomanamus","OR",2024,2024-07-18,15.8,23,"Alive",NA,2020-03-12,99,283,2024,"N",1589,"Alive"
"860",99,"Tomanamus","OR",2025,2025-07-31,190,35.6,"Alive",NA,2020-03-12,99,283,NA,"N",1967,"Alive"
"861",99,"Tomanamus","WA",2022,2020-02-07,104,13.3,"Alive",NA,2020-03-12,344,424,NA,"N",-34,"Alive"
"862",99,"Tomanamus","WA",2023,2023-04-28,97,12.9,"Alive","30% dead, top browsed",2020-03-12,344,424,NA,"Y",1142,"Alive"
"863",99,"Tomanamus","WA",2024,2024-07-18,106,13.8,"Alive","Crowded with other plants",2020-03-12,344,424,2024,"N",1589,"Alive"
"864",99,"Tomanamus","WA",2025,2025-07-31,160,19.2,"Alive","browsed",2020-03-12,344,424,NA,"Y",1967,"Alive"
"865",100,"Tomanamus","OR",2022,2020-02-07,90.2,8.5,"Alive",NA,2020-03-12,100,288,NA,"N",-34,"Alive"
"866",100,"Tomanamus","OR",2023,2023-04-28,105,12.1,"Alive",NA,2020-03-12,100,288,NA,"N",1142,"Alive"
"867",100,"Tomanamus","OR",2024,2024-07-18,158,23,"Alive",NA,2020-03-12,100,288,2024,"N",1589,"Alive"
"868",100,"Tomanamus","OR",2025,2025-07-31,230,35.1,"Alive","flagging,browsed",2020-03-12,100,288,NA,"Y",1967,"Alive"
"869",100,"Tomanamus","WA",2022,2020-02-07,91.8,9,"Alive",NA,2020-03-12,345,425,NA,"N",-34,"Alive"
"870",100,"Tomanamus","WA",2023,2023-04-28,103,10.5,"Alive","10% browsed",2020-03-12,345,425,NA,"Y",1142,"Alive"
"871",100,"Tomanamus","WA",2024,2024-07-18,123,15.1,"Alive","Crowded with other plants",2020-03-12,345,425,2024,"N",1589,"Alive"
"872",100,"Tomanamus","WA",2025,2025-07-31,158,22,"Alive",NA,2020-03-12,345,425,NA,"N",1967,"Alive"
"873",101,"Tomanamus","OR",2022,2020-02-07,76.2,8,"Alive",NA,2020-03-12,101,475,NA,"N",-34,"Alive"
"874",101,"Tomanamus","OR",2023,2023-04-28,82,9.7,"Alive","5% dead, missing tag",2020-03-12,101,475,NA,"N",1142,"Alive"
"875",101,"Tomanamus","OR",2024,2024-07-18,110,13,"Alive",NA,2020-03-12,101,475,2024,"N",1589,"Alive"
"876",101,"Tomanamus","OR",2025,2025-07-31,119,15.5,"Alive","flagging, dying/dead leaves",2020-03-12,101,475,NA,"N",1967,"Alive"
"877",101,"Tomanamus","WA",2022,2020-02-07,104.6,11,"Alive",NA,2020-03-12,346,426,NA,"N",-34,"Alive"
"878",101,"Tomanamus","WA",2023,2023-04-28,86,11.6,"Alive","Browsed top, top 50% dead",2020-03-12,346,426,NA,"Y",1142,"Alive"
"879",101,"Tomanamus","WA",2024,2024-07-18,103,14,"Alive","Crowded by thimble berry, browsed",2020-03-12,346,426,2024,"Y",1589,"Alive"
"880",101,"Tomanamus","WA",2025,2025-07-31,151,17.23,"Alive","browsed",2020-03-12,346,426,NA,"Y",1967,"Alive"
"881",102,"Tomanamus","OR",2022,2020-02-07,76.8,8,"Alive",NA,2020-03-12,102,476,NA,"N",-34,"Alive"
"882",102,"Tomanamus","OR",2023,2023-04-28,86,10.5,"Alive","60% dead, dead top",2020-03-12,102,476,NA,"N",1142,"Alive"
"883",102,"Tomanamus","OR",2024,2024-07-18,95,12,"Alive",NA,2020-03-12,102,476,2024,"N",1589,"Alive"
"884",102,"Tomanamus","OR",2025,2025-07-31,126,15.5,"Alive","browsed",2020-03-12,102,476,NA,"Y",1967,"Alive"
"885",102,"Tomanamus","WA",2022,2020-02-07,92.8,12.5,"Alive",NA,2020-03-12,347,427,NA,"N",-34,"Alive"
"886",102,"Tomanamus","WA",2023,2023-04-28,93,14.9,"Alive","lateral browsed, 50% dead",2020-03-12,347,427,NA,"Y",1142,"Alive"
"887",102,"Tomanamus","WA",2024,2024-07-18,124,15,"Alive","Browsed",2020-03-12,347,427,2024,"Y",1589,"Alive"
"888",102,"Tomanamus","WA",2025,2025-07-31,145,18.87,"Alive","browsed",2020-03-12,347,427,NA,"Y",1967,"Alive"
"889",103,"Tomanamus","OR",2022,2020-02-07,82,8,"Alive",NA,2020-03-12,103,477,NA,"N",-34,"Alive"
"890",103,"Tomanamus","OR",2023,2023-04-28,87,9.8,"Alive","10% dead",2020-03-12,103,477,NA,"N",1142,"Alive"
"891",103,"Tomanamus","OR",2024,2024-07-18,107,14.7,"Alive","Browsed",2020-03-12,103,477,2024,"Y",1589,"Alive"
"892",103,"Tomanamus","OR",2025,2025-07-31,124,15.8,"Alive","gash wound on stem",2020-03-12,103,477,NA,"N",1967,"Alive"
"893",103,"Tomanamus","WA",2022,2020-02-07,74.8,7.7,"Alive",NA,2020-03-12,348,428,NA,"N",-34,"Alive"
"894",103,"Tomanamus","WA",2023,2023-04-28,79,9.7,"Alive","40% dead, missing tag",2020-03-12,348,428,NA,"N",1142,"Alive"
"895",103,"Tomanamus","WA",2024,2024-07-18,82,14.5,"Alive","Browsed",2020-03-12,348,428,2024,"Y",1589,"Alive"
"896",103,"Tomanamus","WA",2025,2025-07-31,86,9.58,"Alive","browsed, lead head bit off",2020-03-12,348,428,NA,"Y",1967,"Alive"
"897",104,"Tomanamus","OR",2022,2020-02-07,80,10,"Alive",NA,2020-03-12,104,478,NA,"N",-34,"Alive"
"898",104,"Tomanamus","OR",2023,2023-04-28,69,8.6,"Alive","20% dead, top browsed",2020-03-12,104,478,NA,"Y",1142,"Alive"
"899",104,"Tomanamus","OR",2024,2024-07-18,86,14,"Alive","Browsed",2020-03-12,104,478,2024,"Y",1589,"Alive"
"900",104,"Tomanamus","OR",2025,2025-07-31,176,25.6,"Alive","browsed, flagging, 2 leads",2020-03-12,104,478,NA,"Y",1967,"Alive"
"901",104,"Tomanamus","WA",2022,2020-02-07,78,7,"Alive",NA,2020-03-12,349,429,NA,"N",-34,"Dead"
"902",104,"Tomanamus","WA",2023,2023-04-28,82,9.3,"Dead",NA,2020-03-12,349,429,NA,"N",1142,"Dead"
"903",104,"Tomanamus","WA",2024,2024-07-18,79,7.4,"Dead","Browsed",2020-03-12,349,429,2024,"Y",1589,"Dead"
"904",104,"Tomanamus","WA",2025,2025-07-31,NA,NA,"Dead",NA,2020-03-12,349,429,NA,"N",1967,"Dead"
"905",105,"Tomanamus","OR",2022,2020-02-07,88,9,"Alive",NA,2020-03-12,105,479,NA,"N",-34,"Alive"
"906",105,"Tomanamus","OR",2023,2023-04-28,94,9.7,"Alive","20% dead",2020-03-12,105,479,NA,"N",1142,"Alive"
